"";"Carimbo.de.data.hora";"Ano.que.estudo.";"ID";"Pergunta";"Resposta";"erros"
"27";"2021/07/08 9:00:17 PM GMT+1";"5º ano";2;"X6  Por que Zé Gotinha aparecia no comercial chorando ";"Pois ainda não tinha um nome.";NA
"28";"2021/07/08 9:00:17 PM GMT+1";"5º ano";2;"X7  Como foi feita a escolha do nome Zé Gotinha ";"Por meio de um concurso que convidou os brasileiros a mandar sugestões.";NA
"29";"2021/07/08 9:00:17 PM GMT+1";"5º ano";2;"X8  Por que os organizadores entenderam que o nome deveria ser Zé Gotinha ";"Porque os organizadores receberam mais de 10 mil cartas falando que o nome deveria ser Zé Gotinha.";NA
"30";"2021/07/08 9:00:17 PM GMT+1";"5º ano";2;"X9  Quem levou o prêmio pela escolha do nome ";"Um menino do Distrito Federal.";NA
"31";"2021/07/08 9:00:17 PM GMT+1";"5º ano";2;"X10  Qual era a ideia principal da campanha do Zé Gotinha ";"Para as crianças não tiverem mais medo da vacina.";NA
"32";"2021/07/08 9:00:17 PM GMT+1";"5º ano";2;"X11  Por que vacina é um assunto sério ";"Porque ela proteje das doenças";NA
"33";"2021/07/08 9:00:17 PM GMT+1";"5º ano";2;"X12  Por que não é preciso ter medo de tomar vacina ";"Porque a vacina e para o nosso bem.";NA
"34";"2021/07/08 9:00:17 PM GMT+1";"5º ano";2;"X13  O que é poliomielite ";"Doença que causa paralisia infantil.";NA
"35";"2021/07/08 9:00:17 PM GMT+1";"5º ano";2;"X14  Levante hipótese do porquê de o concurso ter sido feito por meio de cartas ";"Porque era o meio de correspondência da época";NA
"36";"2021/07/08 9:00:17 PM GMT+1";"5º ano";2;"X15  O que há no personagem que incentiva as crianças a se vacinarem ";"Porque ele transmite força e coragem.";NA
"37";"2021/07/08 9:00:17 PM GMT+1";"5º ano";2;"X16  O que o criador do Zé Gotinha faz atualmente ";"Trabalha como escultor em Brasília.";NA
"38";"2021/07/08 9:00:17 PM GMT+1";"5º ano";2;"X17  Você deve ter percebido que há vários trechos  ao longo desta reportagem  que estão entre aspas  Para que serve esse recurso nesse texto ";"Esse recurso serve para transcrever as falas.";NA
"39";"2021/07/08 9:00:17 PM GMT+1";"5º ano";2;"X18  No seguinte fragmento há um fato e uma opinião  Sublinhe o fato e circule a opinião  Darlan virou até nome de prédio residencial na cidade   Aqui  sou uma pessoa ilustre   brinca ";"Sublinhado: Darlan virou até nome de prédio residencial na cidade. Circulado: ""Aqui, sou uma pessoa ilustre.""";NA
"40";"2021/07/08 9:00:17 PM GMT+1";"5º ano";2;"X19  Qual é o sentido das palavras em destaque ";"O medo acabou é a campanha foi um sucesso.";NA
"41";"2021/07/08 9:00:17 PM GMT+1";"5º ano";2;"X20  Explique o que significa  morrer de medo  neste fragmento ";"Significa ter muito medo.";NA
"42";"2021/07/08 9:00:17 PM GMT+1";"5º ano";2;"X21   A imagem mostra o primeiro esboço de Zé Gotinha  isto é  o desenho inicial do personagem  com seus traços gerais  De onde a reportagem selecionou esse desenho ";"Foi selecionado do arquivo pessoal de Darlan Rosa, seu criador.";NA
"43";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X1  Quem é Zé Gotinha ";"Zé gotinha foi o mascote da vacina.";NA
"44";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X2  Quem é Darlan Rosa ";"Darlan Rosa foi o criador do Zé gotinha.";NA
"45";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X3  Como eram as propagandas de vacina antes da criação do Zé Gotinha ";"As propagandas eram assustadoras antes do Zé gotinha.";NA
"46";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X4  Quando o Zé Gotinha foi criado ";"O Zé gotinha foi criado em 1986.";NA
"47";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X5  Quando nasceu  Zé Gotinha era diferente do que é hoje  Descreva as características do Zé Gotinha quando nasceu  Em seguida  descreva como ele é atualmente ";"Zé gotinha era um boneco com duas gotinhas de pólio. Hoje ele tem braços e pernas.";NA
"48";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X6  Por que Zé Gotinha aparecia no comercial chorando ";"Ele aparecia chorando pois não tinha um nome. ";NA
"49";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X7  Como foi feita a escolha do nome Zé Gotinha ";"A escolha foi feita através de um concurso.";NA
"50";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X8  Por que os organizadores entenderam que o nome deveria ser Zé Gotinha ";"Porque foram enviadas mais de dez mil cartas com o nome Zé gotinha.";NA
"51";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X9  Quem levou o prêmio pela escolha do nome ";"Um menino do Distrito Federa levou o prêmio.";NA
"52";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X10  Qual era a ideia principal da campanha do Zé Gotinha ";"A ideia era que alguém forte passasse coragem para quem tinha que se vacinar. ";NA
"53";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X11  Por que vacina é um assunto sério ";"Porque a vacina é para o nosso bem, para nos proteger.";NA
"54";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X12  Por que não é preciso ter medo de tomar vacina ";"Porque a vacina nos protege.";NA
"55";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X13  O que é poliomielite ";"É uma doença que causa paralisia infantil.";NA
"56";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X14  Levante hipótese do porquê de o concurso ter sido feito por meio de cartas ";"Porque era o meio de correspondência da época.";NA
"57";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X15  O que há no personagem que incentiva as crianças a se vacinarem ";"Porque o personagem é forte e passa coragem para as crianças.";NA
"58";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X16  O que o criador do Zé Gotinha faz atualmente ";"Atualmente ele trabalha como escultor.";NA
"59";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X17  Você deve ter percebido que há vários trechos  ao longo desta reportagem  que estão entre aspas  Para que serve esse recurso nesse texto ";"Esse recurso serve para transcrever falas.";NA
"60";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X18  No seguinte fragmento há um fato e uma opinião  Sublinhe o fato e circule a opinião  Darlan virou até nome de prédio residencial na cidade   Aqui  sou uma pessoa ilustre   brinca ";"Sublinhado: Darlan virou até nome de prédio residencial na cidade.
Circulado: ''Aqui, sou uma pessoa ilustre''.";NA
"61";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X19  Qual é o sentido das palavras em destaque ";"O medo acabou e a campanha foi um sucesso.";NA
"62";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X20  Explique o que significa  morrer de medo  neste fragmento ";"Significa ter muito medo.";NA
"63";"2021/07/08 9:00:18 PM GMT+1";"5º ano";3;"X21   A imagem mostra o primeiro esboço de Zé Gotinha  isto é  o desenho inicial do personagem  com seus traços gerais  De onde a reportagem selecionou esse desenho ";"Foi selecionado do arquivo pessoal de Darlan Rosa, seu criador.";NA
"64";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X1  Quem é Zé Gotinha ";"Zé Gotinha foi o mascote da vacina.";NA
"65";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X2  Quem é Darlan Rosa ";"Darlan Rosa foi o criador do Zé Gotinha.";NA
"66";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X3  Como eram as propagandas de vacina antes da criação do Zé Gotinha ";"As propagandas eram assustadoras antes do Zé Gotinha.";NA
"67";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X4  Quando o Zé Gotinha foi criado ";"O Zé Gotinha foi criado em 1986.";NA
"68";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X5  Quando nasceu  Zé Gotinha era diferente do que é hoje  Descreva as características do Zé Gotinha quando nasceu  Em seguida  descreva como ele é atualmente ";"Zé Gotinha era um boneco com duas gotinhas de pólio. Hoje ele tem braços e pernas.";NA
"69";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X6  Por que Zé Gotinha aparecia no comercial chorando ";"Ele aparecia chorando pois não tinha um nome.";NA
"70";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X7  Como foi feita a escolha do nome Zé Gotinha ";"A escolha foi feita através de um concurso.";NA
"71";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X8  Por que os organizadores entenderam que o nome deveria ser Zé Gotinha ";"Porque foram enviadas mais de dez mil cartas com o nome Zé Gotinha.";NA
"72";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X9  Quem levou o prêmio pela escolha do nome ";"Um menino do Distrito Federal levou o prêmio.";NA
"73";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X10  Qual era a ideia principal da campanha do Zé Gotinha ";"A ideia principal era que alguém forte passasse coragem para quem tinha que se vacinar.";NA
"74";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X11  Por que vacina é um assunto sério ";"Porque a vacina é para o nosso bem, para nos proteger.";NA
"75";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X12  Por que não é preciso ter medo de tomar vacina ";"Porque a vacina nos protege.";NA
"76";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X13  O que é poliomielite ";"É uma doença que causa paralisia infantil.";NA
"77";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X14  Levante hipótese do porquê de o concurso ter sido feito por meio de cartas ";"Porque era o meio de correspondência da época.";NA
"78";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X15  O que há no personagem que incentiva as crianças a se vacinarem ";"Porque o personagem é forte e passa coragem para a crianças.";NA
"79";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X16  O que o criador do Zé Gotinha faz atualmente ";"Atualmente ele trabalha como escultor.";NA
"80";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X17  Você deve ter percebido que há vários trechos  ao longo desta reportagem  que estão entre aspas  Para que serve esse recurso nesse texto ";"Esse recurso serve para transcrever falas.";NA
"81";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X18  No seguinte fragmento há um fato e uma opinião  Sublinhe o fato e circule a opinião  Darlan virou até nome de prédio residencial na cidade   Aqui  sou uma pessoa ilustre   brinca ";"Sublinhado: Darlan virou até nome de prédio residencial na cidade.
Circulado: ""Aqui, sou uma pessoa ilustre"".";NA
"82";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X19  Qual é o sentido das palavras em destaque ";"O medo acabou e a campanha foi um sucesso.";NA
"83";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X20  Explique o que significa  morrer de medo  neste fragmento ";"Significa ter muito medo.";NA
"84";"2021/07/08 9:00:27 PM GMT+1";"5º ano";4;"X21   A imagem mostra o primeiro esboço de Zé Gotinha  isto é  o desenho inicial do personagem  com seus traços gerais  De onde a reportagem selecionou esse desenho ";"Foi selecionado do arquivo pessoal de Darlan Rosa, seu criador.";NA
"85";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X1  Quem é Zé Gotinha ";"Zé Gotinha foi o mascote da vacina.";NA
"86";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X2  Quem é Darlan Rosa ";"Darlan Rosa foi o criador de Zé Gotinha.";NA
"87";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X3  Como eram as propagandas de vacina antes da criação do Zé Gotinha ";"As propagandas eram assustadoras antes do Zé Gotinha.";NA
"88";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X4  Quando o Zé Gotinha foi criado ";"Ele foi criando em 1986.";NA
"89";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X5  Quando nasceu  Zé Gotinha era diferente do que é hoje  Descreva as características do Zé Gotinha quando nasceu  Em seguida  descreva como ele é atualmente ";"Quando ele nasceu era um boneco com duas gotinhas de pólio, atualmente ele tem braços e pernas.";NA
"90";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X6  Por que Zé Gotinha aparecia no comercial chorando ";"Ele chorava porque não tinha um nome.";NA
"91";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X7  Como foi feita a escolha do nome Zé Gotinha ";"Através de um concurso.";NA
"92";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X8  Por que os organizadores entenderam que o nome deveria ser Zé Gotinha ";"Porque foram enviadas mais de dez mil cartas com o nome Zé Gotinha.";NA
"93";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X9  Quem levou o prêmio pela escolha do nome ";"Foi o menino do Distrito Federal.";NA
"94";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X10  Qual era a ideia principal da campanha do Zé Gotinha ";"Incentivar as crianças a se vacinar sem medo.";NA
"95";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X11  Por que vacina é um assunto sério ";"Porque a vacina é para o nosso bem.";NA
"96";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X12  Por que não é preciso ter medo de tomar vacina ";"Porque a vacina nos protege.";NA
"97";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X13  O que é poliomielite ";"Uma doença que causa paralisia infantil.";NA
"98";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X14  Levante hipótese do porquê de o concurso ter sido feito por meio de cartas ";"Porque era o meio de correspondência da época.";NA
"99";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X15  O que há no personagem que incentiva as crianças a se vacinarem ";"Porque ele transmite força e coragem.";NA
"100";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X16  O que o criador do Zé Gotinha faz atualmente ";"Atualmente ele trabalha como escultor.";NA
"101";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X17  Você deve ter percebido que há vários trechos  ao longo desta reportagem  que estão entre aspas  Para que serve esse recurso nesse texto ";"Esse recuso serve para transcrever as falas.";NA
"102";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X18  No seguinte fragmento há um fato e uma opinião  Sublinhe o fato e circule a opinião  Darlan virou até nome de prédio residencial na cidade   Aqui  sou uma pessoa ilustre   brinca ";"Sublinhado : Darlan virou até nome de prédio residencial da cidade.
Circulado : ""Aqui, sou uma pessoa ilustre"".";NA
"103";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X19  Qual é o sentido das palavras em destaque ";"O medo acabou e a campanha foi um sucesso.";NA
"104";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X20  Explique o que significa  morrer de medo  neste fragmento ";"Significa ter muito medo.";NA
"105";"2021/07/08 9:00:32 PM GMT+1";"5º ano";5;"X21   A imagem mostra o primeiro esboço de Zé Gotinha  isto é  o desenho inicial do personagem  com seus traços gerais  De onde a reportagem selecionou esse desenho ";"Foi selecionado do arquivo pessoal de Darlan Rosa, seu criador.";NA
"106";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X1  Quem é Zé Gotinha ";"Zé Gotinha foi o mascote da vacina.";NA
"107";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X2  Quem é Darlan Rosa ";"Darlan foi o criador do Zé Gotinha.";NA
"108";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X3  Como eram as propagandas de vacina antes da criação do Zé Gotinha ";"As propagandas foram assustadora antes do Zé Gotinha.";NA
"109";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X4  Quando o Zé Gotinha foi criado ";"Zé Gotinha foi criado em 1986.";NA
"110";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X5  Quando nasceu  Zé Gotinha era diferente do que é hoje  Descreva as características do Zé Gotinha quando nasceu  Em seguida  descreva como ele é atualmente ";"Zé Gotinha é um boneco com duas pólio. E atualmente tem braços e pernas.";NA
"111";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X6  Por que Zé Gotinha aparecia no comercial chorando ";"Porque ele não tinha um nome.";NA
"112";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X7  Como foi feita a escolha do nome Zé Gotinha ";"Pois ele é uma gota de vacina.";NA
"113";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X8  Por que os organizadores entenderam que o nome deveria ser Zé Gotinha ";"Os organizadores por que foram enviada mais de dez mil cartas com o nome de Zé Gotinha.";NA
"114";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X9  Quem levou o prêmio pela escolha do nome ";"Foi um menino do Distrito Federal.";NA
"115";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X10  Qual era a ideia principal da campanha do Zé Gotinha ";"A ideia principal era passar coragem as crianças tomarem vacinas.";NA
"116";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X11  Por que vacina é um assunto sério ";"Para o nosso bem.";NA
"117";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X12  Por que não é preciso ter medo de tomar vacina ";"Porque a vacina nos protege.";NA
"118";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X13  O que é poliomielite ";"A doença paralisa as crianças.";NA
"119";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X14  Levante hipótese do porquê de o concurso ter sido feito por meio de cartas ";"Porque é enviado por meio de correspondência.";NA
"120";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X15  O que há no personagem que incentiva as crianças a se vacinarem ";"porque ele transmite força e coragem.";NA
"121";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X16  O que o criador do Zé Gotinha faz atualmente ";"E atualmente trabalha como um escultor.";NA
"122";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X17  Você deve ter percebido que há vários trechos  ao longo desta reportagem  que estão entre aspas  Para que serve esse recurso nesse texto ";"Para marcar a fala das pessoas do texto.";NA
"123";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X18  No seguinte fragmento há um fato e uma opinião  Sublinhe o fato e circule a opinião  Darlan virou até nome de prédio residencial na cidade   Aqui  sou uma pessoa ilustre   brinca ";"sublinhado:  Darlan virou até nome de prédio residencial na cidade.";NA
"124";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X19  Qual é o sentido das palavras em destaque ";"O medo acabou e a campanha foi um sucesso.";NA
"125";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X20  Explique o que significa  morrer de medo  neste fragmento ";"Ter muito medo.";NA
"126";"2021/07/08 9:00:41 PM GMT+1";"5º ano";6;"X21   A imagem mostra o primeiro esboço de Zé Gotinha  isto é  o desenho inicial do personagem  com seus traços gerais  De onde a reportagem selecionou esse desenho ";"Foi selecionado o arquivo de Darlan Rosa, ser o criador.   ";NA
"127";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X1  Quem é Zé Gotinha ";"Zé Gotinha foi o mascote da vacina.";NA
"128";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X2  Quem é Darlan Rosa ";"Darlan Rosa foi a criadora do Zé Gotinha.";NA
"129";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X3  Como eram as propagandas de vacina antes da criação do Zé Gotinha ";"As pessoas falavam que iria tomar a vacina, mas não na hora, elas tinham medo de tomar. Então o Zé Gotinha foi criado para colocar coragens.";NA
"130";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X4  Quando o Zé Gotinha foi criado ";"Zé Gotinha foi criado em 1986";NA
"131";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X5  Quando nasceu  Zé Gotinha era diferente do que é hoje  Descreva as características do Zé Gotinha quando nasceu  Em seguida  descreva como ele é atualmente ";"Era um boneco com duas pólio. Hoje ele tem braços e pernas.";NA
"132";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X6  Por que Zé Gotinha aparecia no comercial chorando ";"Ele não tinha nome ainda.";NA
"133";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X7  Como foi feita a escolha do nome Zé Gotinha ";"Ele é uma gota de vacina.";NA
"134";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X8  Por que os organizadores entenderam que o nome deveria ser Zé Gotinha ";"Os organizadores receberam mais de 10 mil cartas com o nome ''Zé Gotinha.''";NA
"135";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X9  Quem levou o prêmio pela escolha do nome ";"Foi um garoto do Distrito Federal.";NA
"136";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X10  Qual era a ideia principal da campanha do Zé Gotinha ";"A ideia era passar coragem para as crianças a vacinar sem medo.";NA
"137";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X11  Por que vacina é um assunto sério ";"Para dar proteção contra doenças.";NA
"138";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X12  Por que não é preciso ter medo de tomar vacina ";"Porque protege das doenças.";NA
"139";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X13  O que é poliomielite ";"Doença que paralisa as crianças.";NA
"140";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X14  Levante hipótese do porquê de o concurso ter sido feito por meio de cartas ";"Porque é enviado por meio de correspondência na época.";NA
"141";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X15  O que há no personagem que incentiva as crianças a se vacinarem ";"Porque ele da força e coragem.";NA
"142";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X16  O que o criador do Zé Gotinha faz atualmente ";"Ele é um escultor.";NA
"143";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X17  Você deve ter percebido que há vários trechos  ao longo desta reportagem  que estão entre aspas  Para que serve esse recurso nesse texto ";"Para transcrever as falas.";NA
"144";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X18  No seguinte fragmento há um fato e uma opinião  Sublinhe o fato e circule a opinião  Darlan virou até nome de prédio residencial na cidade   Aqui  sou uma pessoa ilustre   brinca ";"Sublinhando: Darlan até virou nome de prédio na cidade.";NA
"145";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X19  Qual é o sentido das palavras em destaque ";"O medo acabou para as pessoas e a campanha foi um sucesso.";NA
"146";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X20  Explique o que significa  morrer de medo  neste fragmento ";"Ficar com muito medo.";NA
"147";"2021/07/08 9:00:51 PM GMT+1";"5º ano";7;"X21   A imagem mostra o primeiro esboço de Zé Gotinha  isto é  o desenho inicial do personagem  com seus traços gerais  De onde a reportagem selecionou esse desenho ";"Foi selecionado do arquivo pessoal de Darlan Rosa, ser o criador.







































";NA
"148";"2021/07/08 9:00:58 PM GMT+1";"5º ano";8;"X1  Quem é Zé Gotinha ";"O mascote  da vacina .";NA
"149";"2021/07/08 9:00:58 PM GMT+1";"5º ano";8;"X2  Quem é Darlan Rosa ";"Ele foi o criador do zé gotinha ";NA
"150";"2021/07/08 9:00:58 PM GMT+1";"5º ano";8;"X3  Como eram as propagandas de vacina antes da criação do Zé Gotinha ";"As propagandas eram assustadoras antes do zé gotinha . ";NA
